image,det_idx,yolo_conf,box,gt_class,raw_ocr,norm_ocr,ocr_conf,orientation,pp_variant,exact_match,is_floor,is_icon,iou
14_mp4-0001_jpg.rf.4f5736c507c92c5363b5362a693f53c9,1,0.8554,"253,1024,456,1136",Down,,,0.0,original,gray,False,False,True,0.8773
14_mp4-0007_jpg.rf.beab1b162ea89849b8d3e1851c9337b9,0,0.8935,"170,347,414,577",Down,,,0.0,original,gray,False,False,True,0.8563
14_mp4-0007_jpg.rf.beab1b162ea89849b8d3e1851c9337b9,1,0.8629,"116,1,378,207",Up,,,0.0,original,gray,False,False,True,0.8712
16_mp4-0002_jpg.rf.8e12bfa28fdce41cbab10c16061869ba,0,0.8992,"568,215,639,318",8,8,8,0.9997,flipped,gray,True,True,False,0.9152
16_mp4-0002_jpg.rf.8e12bfa28fdce41cbab10c16061869ba,1,0.8927,"189,459,280,546",Open,,,0.0,original,gray,False,False,True,0.8518
16_mp4-0002_jpg.rf.8e12bfa28fdce41cbab10c16061869ba,2,0.8845,"311,462,401,548",Close,,,0.0,original,gray,False,False,True,0.8382
16_mp4-0002_jpg.rf.8e12bfa28fdce41cbab10c16061869ba,3,0.8633,"554,343,640,438",2,2,2,0.9995,original,otsu,True,True,False,0.7948
16_mp4-0002_jpg.rf.8e12bfa28fdce41cbab10c16061869ba,4,0.8559,"144,47,288,202",Emergency,,,0.0,original,gray,False,False,False,0.9342
16_mp4-0002_jpg.rf.c3906d1ff6b88f9e42b386b3d3ad5797,0,0.8991,"568,215,639,318",8,8,8,0.9999,flipped,gray,True,True,False,0.9152
16_mp4-0002_jpg.rf.c3906d1ff6b88f9e42b386b3d3ad5797,1,0.8917,"189,459,280,546",Open,,,0.0,original,gray,False,False,True,0.8518
16_mp4-0002_jpg.rf.c3906d1ff6b88f9e42b386b3d3ad5797,2,0.8848,"311,462,401,548",Close,,,0.0,original,gray,False,False,True,0.8382
16_mp4-0002_jpg.rf.c3906d1ff6b88f9e42b386b3d3ad5797,3,0.8636,"554,343,640,438",2,2,2,0.9999,original,otsu,True,True,False,0.7948
16_mp4-0002_jpg.rf.c3906d1ff6b88f9e42b386b3d3ad5797,4,0.8576,"144,47,288,202",Emergency,,,0.0,original,gray,False,False,False,0.9342
16_mp4-0010_jpg.rf.f60dfc271b41e8fc5a62a30706a2228d,0,0.9025,"461,336,544,419",4,4,4,1.0,flipped,otsu,True,True,False,0.9417
16_mp4-0010_jpg.rf.f60dfc271b41e8fc5a62a30706a2228d,1,0.8995,"575,222,640,310",9,9,9,0.9992,flipped,clahe,True,True,False,0.8055
16_mp4-0010_jpg.rf.f60dfc271b41e8fc5a62a30706a2228d,2,0.8994,"358,222,442,310",11,11,11,1.0,flipped,otsu,True,True,False,0.9036
16_mp4-0010_jpg.rf.f60dfc271b41e8fc5a62a30706a2228d,3,0.8919,"471,97,563,193",16,16,16,1.0,flipped,clahe,True,True,False,0.92
16_mp4-0010_jpg.rf.f60dfc271b41e8fc5a62a30706a2228d,4,0.8899,"362,99,449,192",17,17,17,0.9998,flipped,otsu,True,True,False,0.9566
16_mp4-0010_jpg.rf.f60dfc271b41e8fc5a62a30706a2228d,5,0.8821,"253,223,337,309",12,12,12,1.0,flipped,otsu,True,True,False,0.9228
16_mp4-0010_jpg.rf.f60dfc271b41e8fc5a62a30706a2228d,6,0.8801,"465,222,555,310",10,10,10,1.0,flipped,otsu,True,True,False,0.9565
16_mp4-0010_jpg.rf.f60dfc271b41e8fc5a62a30706a2228d,7,0.8715,"256,332,336,415",6,6,6,1.0,flipped,clahe,True,True,False,0.8581
16_mp4-0010_jpg.rf.f60dfc271b41e8fc5a62a30706a2228d,8,0.8712,"251,99,338,195",18,18,18,1.0,flipped,otsu,True,True,False,0.8333
16_mp4-0010_jpg.rf.f60dfc271b41e8fc5a62a30706a2228d,9,0.8674,"357,334,440,417",5,5,5,1.0,flipped,clahe,True,True,False,0.8239
16_mp4-0010_jpg.rf.f60dfc271b41e8fc5a62a30706a2228d,10,0.8639,"566,336,639,422",3,3,3,1.0,flipped,otsu,True,True,False,0.9885
16_mp4-0010_jpg.rf.f60dfc271b41e8fc5a62a30706a2228d,11,0.8592,"149,221,232,308",13,13,13,0.9994,flipped,gray,True,True,False,0.8752
16_mp4-0010_jpg.rf.f60dfc271b41e8fc5a62a30706a2228d,12,0.8497,"153,331,235,416",7,7,7,1.0,flipped,gray,True,True,False,0.9212
16_mp4-0013_jpg.rf.77fdcf00d88cf9c242f1172ee54539db,0,0.8959,"0,233,81,324",11,11,11,0.9987,flipped,otsu,True,True,False,0.8812
16_mp4-0013_jpg.rf.77fdcf00d88cf9c242f1172ee54539db,1,0.8918,"219,238,304,327",9,9,9,0.9992,flipped,clahe,True,True,False,0.8547
16_mp4-0013_jpg.rf.77fdcf00d88cf9c242f1172ee54539db,2,0.8874,"213,109,304,207",15,15,15,1.0,flipped,otsu,True,True,False,0.8651
16_mp4-0013_jpg.rf.77fdcf00d88cf9c242f1172ee54539db,3,0.8851,"219,351,305,438",3,3,3,0.9994,flipped,otsu,True,True,False,0.9125
16_mp4-0013_jpg.rf.77fdcf00d88cf9c242f1172ee54539db,4,0.8835,"330,110,423,207",14,14,14,1.0,flipped,otsu,True,True,False,0.7683
16_mp4-0013_jpg.rf.77fdcf00d88cf9c242f1172ee54539db,5,0.8804,"326,353,412,442",2,2,2,1.0,flipped,otsu,True,True,False,0.9326
16_mp4-0013_jpg.rf.77fdcf00d88cf9c242f1172ee54539db,6,0.8779,"328,239,416,326",8,8,8,0.9999,original,otsu,True,True,False,0.9253
16_mp4-0013_jpg.rf.77fdcf00d88cf9c242f1172ee54539db,7,0.8752,"0,107,74,206",17,17,17,0.9879,flipped,otsu,True,True,False,0.8868
16_mp4-0013_jpg.rf.77fdcf00d88cf9c242f1172ee54539db,8,0.8743,"113,350,198,436",4,,,0.0,original,gray,False,True,False,0.8122
16_mp4-0013_jpg.rf.77fdcf00d88cf9c242f1172ee54539db,9,0.8725,"7,348,91,435",5,5,5,0.9999,flipped,otsu,True,True,False,0.9111
16_mp4-0013_jpg.rf.77fdcf00d88cf9c242f1172ee54539db,10,0.8636,"98,108,190,208",16,16,16,1.0,flipped,clahe,True,True,False,0.8759
16_mp4-0013_jpg.rf.77fdcf00d88cf9c242f1172ee54539db,11,0.8596,"109,236,194,327",10,10,10,1.0,flipped,otsu,True,True,False,0.825
16_mp4-0013_jpg.rf.77fdcf00d88cf9c242f1172ee54539db,12,0.8473,"322,459,410,544",1,,,0.0,original,gray,False,True,False,0.9327
16_mp4-0013_jpg.rf.77fdcf00d88cf9c242f1172ee54539db,13,0.8224,"534,472,625,550",Close,Jk<,JK,0.1504,flipped,otsu,False,False,True,0.905
16_mp4-0016_jpg.rf.78e4cfec489a385a6e5b77d363b716d0,0,0.8888,"153,465,241,546",Open,1>,1,0.2842,original,otsu,False,False,True,0.8928
16_mp4-0016_jpg.rf.78e4cfec489a385a6e5b77d363b716d0,1,0.8825,"495,236,582,330",8,8,8,1.0,original,clahe,True,True,False,0.9354
16_mp4-0016_jpg.rf.78e4cfec489a385a6e5b77d363b716d0,2,0.8766,"267,464,353,547",Close,X<,X,0.3894,flipped,otsu,False,False,True,0.9445
16_mp4-0016_jpg.rf.78e4cfec489a385a6e5b77d363b716d0,3,0.8641,"114,86,243,224",Emergency,D12,D12,0.2338,original,otsu,False,False,False,0.7382
16_mp4-0016_jpg.rf.78e4cfec489a385a6e5b77d363b716d0,4,0.8616,"487,352,572,441",2,2,2,1.0,original,otsu,True,True,False,0.8665
16_mp4-0016_jpg.rf.78e4cfec489a385a6e5b77d363b716d0,5,0.8587,"502,107,592,211",14,14,14,1.0,original,clahe,True,True,False,0.9295
16_mp4-0016_jpg.rf.78e4cfec489a385a6e5b77d363b716d0,6,0.8573,"480,460,565,543",1,,,0.0,original,gray,False,True,False,0.8789
17_mp4-0000_jpg.rf.217d3749c0535eeee776a4370b9a3238,0,0.8803,"405,422,530,536",6,6,6,1.0,original,gray,True,True,False,0.9661
17_mp4-0000_jpg.rf.217d3749c0535eeee776a4370b9a3238,1,0.8588,"173,423,306,539",Open,,,0.0,original,gray,False,False,True,0.8113
17_mp4-0000_jpg.rf.217d3749c0535eeee776a4370b9a3238,2,0.8538,"140,37,293,196",Emergency,,,0.0,original,gray,False,False,False,0.9024
17_mp4-0010_jpg.rf.a586a4473913c41bd227d443be036f60,0,0.8754,"56,253,172,381",9,0,0,0.9997,original,gray,False,True,False,0.8504
17_mp4-0010_jpg.rf.a586a4473913c41bd227d443be036f60,1,0.8637,"213,244,310,358",8,8,8,1.0,flipped,clahe,True,True,False,0.9251
17_mp4-0010_jpg.rf.a586a4473913c41bd227d443be036f60,2,0.8589,"340,236,415,332",7,7,7,0.9858,original,otsu,True,True,False,0.9313
17_mp4-0010_jpg.rf.a586a4473913c41bd227d443be036f60,3,0.8419,"51,433,161,551",3,3,3,0.9995,flipped,clahe,True,True,False,0.9652
17_mp4-0010_jpg.rf.a586a4473913c41bd227d443be036f60,4,0.8408,"194,404,286,505",2,2,2,0.9689,flipped,gray,True,True,False,0.8814
17_mp4-0010_jpg.rf.a586a4473913c41bd227d443be036f60,5,0.8254,"313,387,385,467",1,,,0.0,original,gray,False,True,False,0.8135
17_mp4-0010_jpg.rf.a586a4473913c41bd227d443be036f60,6,0.8086,"591,0,639,83",Emergency,,,0.0,original,gray,False,False,False,0.8315
17_mp4-0010_jpg.rf.a586a4473913c41bd227d443be036f60,7,0.8045,"436,231,503,315",6,0,0,0.9998,original,gray,False,True,False,0.8708
17_mp4-0010_jpg.rf.a586a4473913c41bd227d443be036f60,8,0.7996,"407,366,469,437",B1,78,78,0.8496,original,otsu,False,True,False,0.9137
17_mp4-0010_jpg.rf.a586a4473913c41bd227d443be036f60,9,0.7929,"531,222,589,297",Open,,,0.0,original,gray,False,False,True,0.8086
17_mp4-0010_jpg.rf.a586a4473913c41bd227d443be036f60,10,0.7843,"499,349,555,414",Close,M,M,0.9483,original,otsu,False,False,True,0.803
17_mp4-0015_jpg.rf.a6880f26b373bd3d2957194304e96283,0,0.8732,"57,355,172,473",6,6,6,1.0,flipped,gray,True,True,False,0.943
17_mp4-0015_jpg.rf.a6880f26b373bd3d2957194304e96283,1,0.8694,"283,360,409,476",Open,,,0.0,original,gray,False,False,True,0.9602
17_mp4-0015_jpg.rf.a6880f26b373bd3d2957194304e96283,2,0.8676,"84,543,188,637",B1,8,8,0.9958,original,otsu,False,True,False,0.8424
17_mp4-0015_jpg.rf.a6880f26b373bd3d2957194304e96283,3,0.8652,"270,0,423,121",Emergency,0,0,0.9959,original,clahe,False,False,False,0.9805
17_mp4-0015_jpg.rf.a6880f26b373bd3d2957194304e96283,4,0.8577,"287,554,404,640",Close,,,0.0,original,gray,False,False,True,0.9318
17_mp4-0018_jpg.rf.c529d08258ecc41784047510e5d87839,0,0.8898,"0,0,155,141",Emergency,0,0,1.0,flipped,clahe,False,False,False,0.8622
17_mp4-0018_jpg.rf.c529d08258ecc41784047510e5d87839,1,0.86,"260,576,358,639",B1,ra,RA,0.9394,flipped,otsu,False,True,False,0.8861
17_mp4-0018_jpg.rf.c529d08258ecc41784047510e5d87839,2,0.8586,"264,387,372,493",6,6,6,1.0,original,clahe,True,True,False,0.8744
17_mp4-0018_jpg.rf.c529d08258ecc41784047510e5d87839,3,0.8568,"13,413,151,524",Open,,,0.0,original,gray,False,False,True,0.8523
17_mp4-0018_jpg.rf.c529d08258ecc41784047510e5d87839,4,0.8395,"560,348,639,450",8,8,8,1.0,original,clahe,True,True,False,0.9588
17_mp4-0018_jpg.rf.c529d08258ecc41784047510e5d87839,5,0.8296,"534,520,606,594",2,2,2,1.0,original,clahe,True,True,False,0.812
17_mp4-0018_jpg.rf.c529d08258ecc41784047510e5d87839,6,0.825,"426,365,519,469",7,7,7,0.9978,original,clahe,True,True,False,0.885
17_mp4-0018_jpg.rf.c529d08258ecc41784047510e5d87839,7,0.8184,"405,546,488,625",1,,,0.0,original,gray,False,True,False,0.8401
18_mp4-0001_jpg.rf.e9198c6b6a1982ea8bf323890c6f1e63,0,0.8794,"429,454,587,618",8,8,8,1.0,original,gray,True,True,False,0.8915
18_mp4-0001_jpg.rf.e9198c6b6a1982ea8bf323890c6f1e63,1,0.8707,"113,432,258,587",3,3,3,1.0,original,clahe,True,True,False,0.8722
18_mp4-0001_jpg.rf.e9198c6b6a1982ea8bf323890c6f1e63,2,0.8701,"440,189,603,360",9,0,0,0.9985,flipped,gray,False,True,False,0.8079
18_mp4-0001_jpg.rf.e9198c6b6a1982ea8bf323890c6f1e63,3,0.8691,"107,184,262,347",4,4,4,1.0,original,otsu,True,True,False,0.9191
18_mp4-0004_jpg.rf.90e4f6cb9fef39b5a37af7840fd7c984,0,0.903,"407,199,562,359",3,3,3,1.0,flipped,clahe,True,True,False,0.9162
18_mp4-0004_jpg.rf.90e4f6cb9fef39b5a37af7840fd7c984,1,0.8888,"74,198,246,366",8,8,8,1.0,original,gray,True,True,False,0.8829
18_mp4-0004_jpg.rf.90e4f6cb9fef39b5a37af7840fd7c984,2,0.8852,"86,455,246,611",7,7,7,0.9993,flipped,gray,True,True,False,0.8954
18_mp4-0004_jpg.rf.90e4f6cb9fef39b5a37af7840fd7c984,3,0.8789,"406,441,550,594",2,2,2,1.0,flipped,gray,True,True,False,0.8563
18_mp4-0017_jpg.rf.e90722932701e7935d1cd774d97db656,0,0.8791,"64,309,211,456",7,7,7,1.0,flipped,clahe,True,True,False,0.8994
18_mp4-0017_jpg.rf.e90722932701e7935d1cd774d97db656,1,0.8789,"361,505,492,636",1,1,1,0.6524,flipped,gray,True,True,False,0.8504
18_mp4-0017_jpg.rf.e90722932701e7935d1cd774d97db656,2,0.8751,"358,55,508,215",3,3,3,1.0,flipped,clahe,True,True,False,0.9259
18_mp4-0017_jpg.rf.e90722932701e7935d1cd774d97db656,3,0.8715,"38,59,196,226",8,8,8,1.0,original,clahe,True,True,False,0.854
18_mp4-0017_jpg.rf.e90722932701e7935d1cd774d97db656,4,0.8647,"362,295,501,441",2,2,2,1.0,flipped,gray,True,True,False,0.9203
18_mp4-0017_jpg.rf.e90722932701e7935d1cd774d97db656,5,0.8591,"88,523,229,640",6,6,6,1.0,flipped,clahe,True,True,False,0.8759
18_mp4-0022_jpg.rf.60c106207c816dc760e71c81d973ab78,0,0.8847,"106,127,259,279",9,0,0,0.9987,original,gray,False,True,False,0.9076
18_mp4-0022_jpg.rf.60c106207c816dc760e71c81d973ab78,1,0.8671,"353,516,466,639",2,2,2,1.0,flipped,gray,True,True,False,0.8502
18_mp4-0022_jpg.rf.60c106207c816dc760e71c81d973ab78,2,0.8588,"375,143,498,277",4,4,4,1.0,flipped,otsu,True,True,False,0.9851
18_mp4-0022_jpg.rf.60c106207c816dc760e71c81d973ab78,3,0.8564,"107,358,252,502",8,8,8,1.0,original,gray,True,True,False,0.9383
18_mp4-0022_jpg.rf.60c106207c816dc760e71c81d973ab78,4,0.8377,"365,340,479,468",3,3,3,1.0,flipped,clahe,True,True,False,0.8554
18_mp4-0024_jpg.rf.eead0e175afcbe5f2fc46260bc99bf94,0,0.8717,"343,431,442,548",7,,,0.0,original,gray,False,True,False,0.8869
18_mp4-0024_jpg.rf.eead0e175afcbe5f2fc46260bc99bf94,1,0.8643,"333,267,441,387",6,8,8,1.0,original,clahe,False,True,False,0.8584
18_mp4-0024_jpg.rf.eead0e175afcbe5f2fc46260bc99bf94,2,0.8509,"198,404,273,499",2,2,2,1.0,original,gray,True,True,False,0.936
18_mp4-0024_jpg.rf.eead0e175afcbe5f2fc46260bc99bf94,3,0.8507,"185,262,263,364",3,3,3,1.0,original,gray,True,True,False,0.8857
18_mp4-0024_jpg.rf.eead0e175afcbe5f2fc46260bc99bf94,4,0.8496,"316,83,438,214",9,9,9,1.0,original,otsu,True,True,False,0.8281
18_mp4-0024_jpg.rf.eead0e175afcbe5f2fc46260bc99bf94,6,0.8277,"208,531,285,624",1,,,0.0,original,gray,False,True,False,0.8622
18_mp4-0024_jpg.rf.eead0e175afcbe5f2fc46260bc99bf94,7,0.8259,"167,105,254,210",4,,,0.0,original,gray,False,True,False,0.7757
18_mp4-0025_jpg.rf.1695f396164f4f57d2dece68364b569f,0,0.8541,"378,551,487,640",6,,,0.0,original,gray,False,True,False,0.8081
18_mp4-0025_jpg.rf.1695f396164f4f57d2dece68364b569f,1,0.8525,"379,212,496,348",8,8,8,1.0,original,clahe,True,True,False,0.8867
18_mp4-0025_jpg.rf.1695f396164f4f57d2dece68364b569f,2,0.8496,"232,359,308,465",2,2,2,1.0,original,gray,True,True,False,0.9342
18_mp4-0025_jpg.rf.1695f396164f4f57d2dece68364b569f,3,0.8457,"240,493,318,599",1,,,0.0,original,gray,False,True,False,0.8728
18_mp4-0025_jpg.rf.1695f396164f4f57d2dece68364b569f,4,0.8456,"375,6,495,138",9,9,9,1.0,original,otsu,True,True,False,0.8436
18_mp4-0025_jpg.rf.1695f396164f4f57d2dece68364b569f,5,0.8412,"223,207,306,315",3,3,3,1.0,original,gray,True,True,False,0.8281
18_mp4-0025_jpg.rf.1695f396164f4f57d2dece68364b569f,6,0.8395,"381,390,490,524",7,7,7,1.0,original,clahe,True,True,False,0.9003
18_mp4-0025_jpg.rf.1695f396164f4f57d2dece68364b569f,7,0.8349,"214,43,303,150",4,,,0.0,original,gray,False,True,False,0.806
18_mp4-0030_jpg.rf.afe0180212e340923741f1dac0cbd9c2,0,0.857,"170,164,302,331",6,6,6,1.0,flipped,gray,True,True,False,0.911
18_mp4-0030_jpg.rf.afe0180212e340923741f1dac0cbd9c2,1,0.8277,"392,309,485,439",B1,T8,T8,0.9369,original,otsu,False,True,False,0.8795
18_mp4-0030_jpg.rf.afe0180212e340923741f1dac0cbd9c2,2,0.8237,"394,133,489,269",1,,,0.0,original,gray,False,True,False,0.6506
18_mp4-0030_jpg.rf.afe0180212e340923741f1dac0cbd9c2,3,0.8219,"190,375,314,527",5,5,5,0.9999,flipped,clahe,True,True,False,0.8597
18_mp4-0032_jpg.rf.6522c2311602dbfd95d88339da4b1b0b,0,0.8855,"435,24,588,179",6,0,0,0.8834,flipped,gray,False,True,False,0.8539
18_mp4-0032_jpg.rf.6522c2311602dbfd95d88339da4b1b0b,1,0.8615,"429,257,563,384",5,5,5,1.0,flipped,clahe,True,True,False,0.9482
18_mp4-0037_jpg.rf.b1dca8f189c72298fa4211efb925a777,0,0.8878,"277,57,425,204",3,3,3,1.0,original,clahe,True,True,False,0.8687
18_mp4-0037_jpg.rf.b1dca8f189c72298fa4211efb925a777,1,0.8689,"287,281,425,408",2,2,2,1.0,original,gray,True,True,False,0.9168
18_mp4-0037_jpg.rf.b1dca8f189c72298fa4211efb925a777,2,0.86,"544,452,640,564",6,6,6,1.0,original,clahe,True,True,False,0.9013
18_mp4-0037_jpg.rf.b1dca8f189c72298fa4211efb925a777,3,0.852,"298,473,425,589",1,1,1,0.3749,original,gray,True,True,False,0.8832
18_mp4-0037_jpg.rf.b1dca8f189c72298fa4211efb925a777,4,0.8518,"549,261,640,389",7,,,0.0,original,gray,False,True,False,0.858
18_mp4-0037_jpg.rf.b1dca8f189c72298fa4211efb925a777,5,0.8453,"560,47,639,191",8,,,0.0,original,gray,False,True,False,0.9104
18_mp4-0038_jpg.rf.a46d912479ee78a4a34d9d353cfc288b,0,0.8854,"271,184,428,333",3,3,3,1.0,original,clahe,True,True,False,0.9167
18_mp4-0038_jpg.rf.a46d912479ee78a4a34d9d353cfc288b,1,0.8697,"286,406,428,536",2,2,2,1.0,original,gray,True,True,False,0.8265
18_mp4-0038_jpg.rf.a46d912479ee78a4a34d9d353cfc288b,2,0.867,"561,383,639,509",7,[,,0.0243,flipped,gray,False,True,False,0.8387
18_mp4-0038_jpg.rf.a46d912479ee78a4a34d9d353cfc288b,3,0.8415,"550,570,640,640",6,6,6,0.4847,original,gray,True,True,False,0.8819
18_mp4-0039_jpg.rf.2ae9e8eff11e1189d06695172081c058,0,0.8776,"257,311,419,460",3,3,3,1.0,original,clahe,True,True,False,0.8531
18_mp4-0039_jpg.rf.2ae9e8eff11e1189d06695172081c058,1,0.8667,"235,50,411,225",4,4,4,1.0,original,otsu,True,True,False,0.9397
18_mp4-0039_jpg.rf.2ae9e8eff11e1189d06695172081c058,2,0.8625,"559,507,639,637",7,,,0.0,original,gray,False,True,False,0.6974
18_mp4-0039_jpg.rf.2ae9e8eff11e1189d06695172081c058,3,0.8585,"274,538,424,640",2,2,2,1.0,original,gray,True,True,False,0.8569
18_mp4-0040_jpg.rf.075fa36d8156521d7c53e0469a0a73c3,0,0.8837,"247,146,423,313",4,4,4,1.0,original,otsu,True,True,False,0.8747
18_mp4-0040_jpg.rf.075fa36d8156521d7c53e0469a0a73c3,1,0.8784,"271,404,431,548",3,3,3,1.0,original,clahe,True,True,False,0.8924
18_mp4-0040_jpg.rf.8713438dd446fae69a32ef1004d53eee,0,0.8846,"247,146,423,314",4,4,4,1.0,original,otsu,True,True,False,0.87
18_mp4-0040_jpg.rf.8713438dd446fae69a32ef1004d53eee,1,0.8794,"271,404,431,548",3,3,3,1.0,original,clahe,True,True,False,0.8924
19_mp4-0000_jpg.rf.cca399099bcbb61e8a4a86e3171e85f1,0,0.8441,"167,34,293,191",Emergency,0,0,0.9942,original,gray,False,False,False,0.8839
19_mp4-0000_jpg.rf.cca399099bcbb61e8a4a86e3171e85f1,1,0.7877,"191,403,289,500",Open,,,0.0,original,gray,False,False,True,0.7054
19_mp4-0000_jpg.rf.cca399099bcbb61e8a4a86e3171e85f1,2,0.7875,"322,468,407,563",B1,51,51,0.4691,original,clahe,False,True,False,0.8969
19_mp4-0000_jpg.rf.cca399099bcbb61e8a4a86e3171e85f1,3,0.7725,"341,339,421,433",6,6,6,0.9995,original,gray,True,True,False,0.6357
19_mp4-0000_jpg.rf.cca399099bcbb61e8a4a86e3171e85f1,4,0.7502,"417,433,483,504",1,,,0.0,original,gray,False,True,False,0.8851
19_mp4-0000_jpg.rf.cca399099bcbb61e8a4a86e3171e85f1,5,0.7459,"186,554,291,640",Close,,,0.0,original,gray,False,False,True,0.9293
19_mp4-0000_jpg.rf.cca399099bcbb61e8a4a86e3171e85f1,6,0.7127,"489,390,542,452",2,,,0.0,original,gray,False,True,False,0.6175
19_mp4-0000_jpg.rf.cca399099bcbb61e8a4a86e3171e85f1,7,0.7107,"574,237,618,313",9,9,9,0.8646,original,gray,True,True,False,0.6058
19_mp4-0000_jpg.rf.cca399099bcbb61e8a4a86e3171e85f1,8,0.7041,"438,295,499,382",7,1,1,0.5479,original,clahe,False,True,False,0.7547
19_mp4-0000_jpg.rf.cca399099bcbb61e8a4a86e3171e85f1,9,0.6801,"515,264,564,342",8,8,8,0.9201,original,gray,True,True,False,0.5724
19_mp4-0000_jpg.rf.cca399099bcbb61e8a4a86e3171e85f1,10,0.6761,"592,323,635,384",4,,,0.0,original,gray,False,True,False,0.6892
19_mp4-0000_jpg.rf.cca399099bcbb61e8a4a86e3171e85f1,11,0.5968,"548,357,589,411",3,,,0.0,original,gray,False,True,False,0.7494
19_mp4-0004_jpg.rf.f1b217f94aab5987f68d921a4febabb4,0,0.8286,"47,537,160,639",B1,B7,87,0.8593,original,gray,False,True,False,0.8887
19_mp4-0004_jpg.rf.f1b217f94aab5987f68d921a4febabb4,1,0.8091,"24,368,148,478",6,6,6,0.9936,original,gray,True,True,False,0.8769
19_mp4-0004_jpg.rf.f1b217f94aab5987f68d921a4febabb4,2,0.809,"187,315,278,407",7,,,0.0,original,gray,False,True,False,0.8753
19_mp4-0004_jpg.rf.f1b217f94aab5987f68d921a4febabb4,3,0.7871,"307,272,374,357",8,8,8,1.0,flipped,gray,True,True,False,0.8824
19_mp4-0004_jpg.rf.f1b217f94aab5987f68d921a4febabb4,4,0.7836,"189,478,270,554",1,,,0.0,original,gray,False,True,False,0.845
19_mp4-0004_jpg.rf.f1b217f94aab5987f68d921a4febabb4,5,0.7823,"296,421,362,490",2,2,2,0.9985,original,clahe,True,True,False,0.6812
19_mp4-0004_jpg.rf.f1b217f94aab5987f68d921a4febabb4,6,0.7806,"398,237,456,319",9,0,0,0.9876,flipped,clahe,False,True,False,0.7517
19_mp4-0004_jpg.rf.f1b217f94aab5987f68d921a4febabb4,7,0.7429,"380,375,432,437",3,3,3,0.9984,original,clahe,True,True,False,0.6995
19_mp4-0004_jpg.rf.f1b217f94aab5987f68d921a4febabb4,8,0.6159,"448,338,492,396",4,,,0.0,original,gray,False,True,False,0.5431
19_mp4-0004_jpg.rf.f1b217f94aab5987f68d921a4febabb4,9,0.6037,"500,305,541,366",5,,,0.0,original,gray,False,True,False,0.9073
19_mp4-0005_jpg.rf.948ce29c5a84d15e7fdd11d8f24cbcef,0,0.8191,"0,565,87,640",B1,,,0.0,original,gray,False,True,False,0.708
19_mp4-0005_jpg.rf.948ce29c5a84d15e7fdd11d8f24cbcef,1,0.8098,"249,437,323,512",2,2,2,0.996,original,clahe,True,True,False,0.8198
19_mp4-0005_jpg.rf.948ce29c5a84d15e7fdd11d8f24cbcef,2,0.8098,"254,278,332,367",8,8,8,1.0,flipped,clahe,True,True,False,0.8741
19_mp4-0005_jpg.rf.948ce29c5a84d15e7fdd11d8f24cbcef,3,0.7991,"123,502,217,588",1,,,0.0,original,gray,False,True,False,0.8951
19_mp4-0005_jpg.rf.948ce29c5a84d15e7fdd11d8f24cbcef,4,0.7903,"113,323,218,425",7,7,7,0.9204,original,clahe,True,True,False,0.7065
19_mp4-0005_jpg.rf.948ce29c5a84d15e7fdd11d8f24cbcef,5,0.7873,"359,239,424,325",9,0,0,0.8364,original,clahe,False,True,False,0.7651
19_mp4-0005_jpg.rf.948ce29c5a84d15e7fdd11d8f24cbcef,7,0.7376,"343,386,401,454",3,8,8,0.7323,flipped,clahe,False,True,False,0.7721
19_mp4-0005_jpg.rf.948ce29c5a84d15e7fdd11d8f24cbcef,8,0.6963,"478,311,521,372",5,,,0.0,original,gray,False,True,False,0.8091
19_mp4-0005_jpg.rf.948ce29c5a84d15e7fdd11d8f24cbcef,9,0.6473,"419,342,467,403",4,,,0.0,original,gray,False,True,False,0.6733
19_mp4-0007_jpg.rf.ac80abd150b1c9862f3d325eb36ac0a4,0,0.8646,"471,239,600,366",8,8,8,1.0,original,clahe,True,True,False,0.911
19_mp4-0007_jpg.rf.ac80abd150b1c9862f3d325eb36ac0a4,1,0.8292,"468,442,577,544",2,2,2,0.9999,flipped,clahe,True,True,False,0.8603
19_mp4-0007_jpg.rf.ac80abd150b1c9862f3d325eb36ac0a4,2,0.8199,"336,202,430,312",9,0,0,0.8966,original,gray,False,True,False,0.8089
19_mp4-0007_jpg.rf.ac80abd150b1c9862f3d325eb36ac0a4,3,0.8092,"351,383,435,471",3,3,3,0.9938,flipped,clahe,True,True,False,0.7514
19_mp4-0007_jpg.rf.ac80abd150b1c9862f3d325eb36ac0a4,4,0.7554,"192,297,250,374",5,5,5,0.9998,flipped,gray,True,True,False,0.8711
19_mp4-0007_jpg.rf.ac80abd150b1c9862f3d325eb36ac0a4,5,0.7536,"266,337,329,416",4,4,4,0.2371,flipped,gray,True,True,False,0.678
19_mp4-0010_jpg.rf.a30caaecc45fb461b4136f26932b2ee6,0,0.8193,"90,430,191,521",4,4,4,0.8987,flipped,otsu,True,True,False,0.931
19_mp4-0010_jpg.rf.a30caaecc45fb461b4136f26932b2ee6,1,0.7908,"223,362,307,452",5,5,5,0.9999,original,clahe,True,True,False,0.6102
19_mp4-0010_jpg.rf.ecf2c76e378dd5d9bca7fb28adbe7f26,0,0.8222,"447,426,553,521",4,4,4,0.6473,flipped,clahe,True,True,False,0.8679
